ID,AUTHOR,WORK,LOCATION,TEXT,MV,SELECT,CHECK,MV_PERSONAL
5971,Isocrates (0010),Panathenaicus (021),262.5,"συμβουλεύω γάρ σοι μήτε κατακάειν τὸν λόγον μήτ’ ἀφανίζειν, ἀλλ’ εἴ τινος ἐνδεής ἐστι, διορθώσαντα καὶ προσγράψαντα πάσας τὰς διατριβὰς τὰς περὶ αὐτὸν γεγενημένας διδόναι τοῖς βουλομένοις λαμβάνειν, εἴπερ βούλει χαρίσασθαι μὲν τοῖς ἐπιεικεστάτοις τῶν Ἑλλήνων καὶ τοῖς ὡς ἀληθῶς φιλοσοφοῦσιν ἀλλὰ μὴ προσποιουμένοις, λυπῆσαι δὲ τοὺς θαυμάζοντας μὲν τὰ σὰ μᾶλλον τῶν ἄλλων, λοιδορουμένους δὲ τοῖς λόγοις τοῖς σοῖς ἐν τοῖς ὄχλοις τοῖς πανηγυρικοῖς, ἐν οἷς πλείους εἰσὶν οἱ καθεύδοντες τῶν ἀκροωμένων, καὶ προσδοκῶντας, ἢν παρακρούσωνται τοὺς τοιούτους, ἐναμίλλους τοὺς αὑτῶν γενήσεσθαι τοῖς ὑπὸ σοῦ γεγραμμένοις, κακῶς εἰδότας ὅτι πλέον ἀπολελειμμένοι τῶν σῶν εἰσιν ἢ τῆς Ὁμήρου δόξης οἱ περὶ τὴν αὐτὴν ἐκείνῳ ποίησιν γεγονότες. ʺ",συμβουλεύω,TRUE,FALSE,TRUE
5992,Isocrates (0010),Plataicus (012),6.1,"δεόμεθ’ οὖν ὑμῶν, ὦ ἄνδρες Ἀθηναῖοι, μετ’ εὐνοίας ἀκροάσασθαι τῶν λεγομένων, ἐνθυμηθέντας ὅτι πάντων ἂν ἡμῖν ἀλογώτατον εἴη συμβεβηκός, εἰ τοῖς μὲν ἅπαντα τὸν χρόνον δυσμενῶς πρὸς τὴν πόλιν ὑμῶν διακειμένοις αἴτιοι γεγένησθε τῆς ἐλευθερίας, ἡμεῖς δὲ μηδ’ ἱκετεύοντες ὑμᾶς τῶν αὐτῶν τοῖς ἐχθίστοις τύχοιμεν.",δέομαι,TRUE,FALSE,TRUE
6000,Lycurgus (0034),Against Leocrates (001),83.6,"ἐπὶ Κόδρου γὰρ βασιλεύοντος Πελοποννησίοις γενομένης ἀφορίας κατὰ τὴν χώραν αὐτῶν ἔδοξε στρατεύειν ἐπὶ τὴν πόλιν ἡμῶν, καὶ ἡμῶν τοὺς προγόνους ἐξαναστήσαντας κατανείμασθαι τὴν χώραν.",δοκέω,TRUE,TRUE,FALSE
6001,Lycurgus (0034),Against Leocrates (001),123.1,ἆρά γ’ ὑμῖν δοκεῖ βουλομένοις μιμεῖσθαι τοὺς προγόνους πάτριον εἶναι Λεωκράτην μὴ οὐκ ἀποκτεῖναι;,δοκέω,TRUE,TRUE,FALSE
6002,Lycurgus (0034),Against Leocrates (001),125.1,"ἐψηφίσαντο γὰρ καὶ ὤμοσαν, ἐάν τις τυραννίδι ἐπιτιθῆται ἢ τὴν πόλιν προδιδῷ ἢ τὸν δῆμον καταλύῃ, τὸν αἰσθανόμενον καθαρὸν εἶναι ἀποκτείναντα, καὶ κρεῖττον ἔδοξεν αὐτοῖς τοὺς τὴν αἰτίαν ἔχοντας τεθνάναι μᾶλλον ἢ πειραθέντας μετὰ ἀληθείας αὐτοὺς δουλεύειν·",δοκέω,TRUE,TRUE,FALSE
6055,Lysias (0540),Against Eratosthenes (012),t.3,"οὐκ ἄρξασθαί μοι δοκεῖ ἄπορον εἶναι, ὦ ἄνδρες δικασταί, τῆς κατηγορίας, ἀλλὰ παύσασθαι λέγοντι·",δοκέω,TRUE,FALSE,FALSE
6060,Lysias (0540),Against Eratosthenes (012),15.1,"ἐκείνου δὲ διαλεγομένου Θεόγνιδι (ἔμπειρος γὰρ ὢν ἐτύγχανον τῆς οἰκίας, καὶ ᾔδη ὅτι ἀμφίθυρος εἴη) ἐδόκει μοι ταύτῃ πειρᾶσθαι σωθῆναι, ἐνθυμουμένῳ ὅτι, ἐὰν μὲν λάθω, σωθήσομαι, ἐὰν δὲ ληφθῶ, ἡγούμην μέν, εἰ Θέογνις εἴη πεπεισμένος ὑπὸ τοῦ Δαμνίππου χρήματα λαβεῖν, οὐδὲν ἧττον ἀφεθήσεσθαι, εἰ δὲ μή, ὁμοίως ἀποθανεῖσθαι.",δοκέω,TRUE,TRUE,FALSE
6068,Lysias (0540),Against Pancleon (023),10.1,"τῇ δ’ ὑστεραίᾳ τῆς τε ἀντιγραφῆς ἕνεκα ταυτησὶ καὶ αὐτῆς τῆς δίκης ἔδοξέ μοι χρῆναι μάρτυρας λαβόντι παραγενέσθαι, ἵν’ εἰδείην τόν τ’ ἐξαιρησόμενον αὐτὸν καὶ ὅ τι λέγων ἀφαιρήσοιτο.",δοκέω,TRUE,FALSE,FALSE
6112,Lysias (0540),On The Refusal Of A Pension (024),15.4,"ἐγὼ δ’ ὑμᾶς, ὦ βουλή, σαφῶς οἶμαι δεῖν διαγιγνώσκειν οἷς τ’ ἐγχωρεῖ τῶν ἀνθρώπων ὑβρισταῖς εἶναι καὶ οἷς οὐ προσήκει.",ἐγχωρέω,TRUE,FALSE,FALSE
6113,Lysias (0540),On The Refusal Of A Pension (024),18.1,"καὶ τοῖς μὲν ἰσχυροῖς ἐγχωρεῖ μηδὲν αὐτοῖς πάσχουσιν, οὓς ἂν βουληθῶσιν, ὑβρίζειν, τοῖς δὲ ἀσθενέσιν οὐκ ἔστιν οὔτε ὑβριζομένοις ἀμύνεσθαι τοὺς ὑπάρξαντας οὔτε ὑβρίζειν βουλομένοις περιγίγνεσθαι τῶν ἀδικουμένων.",ἐγχωρέω,TRUE,TRUE,FALSE
6115,Lysias (0540),Funeral Oration (002),6.2,"μόναις δ’ αὐταῖς οὐκ ἐξεγένετο ἐκ τῶν ἡμαρτημένων μαθούσαις περὶ τῶν λοιπῶν ἄμεινον βουλεύσασθαι, οὐδ’ οἴκαδε ἀπελθούσαις ἀπαγγεῖλαι τήν τε σφετέραν αὐτῶν δυστυχίαν καὶ τὴν τῶν ἡμετέρων προγόνων ἀρετήν·",ἐκγίγνομαι,TRUE,TRUE,FALSE
6127,Lysias (0540),Against Diogeiton (032),23.1,"καίτοι εἰ ἐβούλετο δίκαιος εἶναι περὶ τοὺς παῖδας, ἐξῆν αὐτῷ κατὰ τοὺς νόμους, οἳ κεῖνται περὶ τῶν ὀρφανῶν καὶ τοῖς ἀδυνάτοις τῶν ἐπιτρόπων καὶ τοῖς δυναμένοις, μισθῶσαι τὸν οἶκον ἀπηλλαγμένον πολλῶν πραγμάτων, ἢ γῆν πριάμενον ἐκ τῶν προσιόντων τοὺς παῖδας τρέφειν·",ἔξεστι,TRUE,TRUE,FALSE
6132,Lysias (0540),Against Philon (031),16.1,"ἵνα οὖν μὴ ἐγγένηται αὐτῷ ψευσαμένῳ ἐξαπατῆσαι, καὶ περὶ τούτων ἤδη σαφῶς ὑμῖν ἀποδείξω, ἐπειδὴ ὕστερον οὐκ ἐξέσται μοι παρελθόντι ἐνθάδ’ ἐλέγχειν αὐτόν.",ἔξεστι,TRUE,FALSE,FALSE
6135,Lysias (0540),For Polystratus (020),23.1,"καὶ ἐξὸν αὐτῷ τὴν οὐσίαν ἀφανῆ καταστήσαντι μηδὲν ὑμᾶς ὠφελεῖν, εἵλετο μᾶλλον συνειδέναι ὑμᾶς, ἵν’ εἰ καὶ βούλοιτο κακὸς εἶναι, μὴ ἐξείη αὐτῷ, ἀλλ’ εἰσφέροι τε τὰς εἰσφορὰς καὶ λῃτουργοίη.",ἔξεστι,TRUE,FALSE,FALSE
6137,Lysias (0540),On A Wound By Premeditation (004),9.2,"ὁ δ’ εἰς τοῦτο βαρυδαιμονίας ἥκει, ὥστε οὐκ αἰσχύνεται τραύματ’ ὀνομάζων τὰ ὑπώπια καὶ ἐν κλίνῃ περιφερόμενος καὶ δεινῶς προσποιούμενος διακεῖσθαι ἕνεκα πόρνης ἀνθρώπου, ἣν ἔξεστιν αὐτῷ ἀναμφισβητήτως ἔχειν ἐμοὶ ἀποδόντι τἀργύριον.",ἔξεστι,TRUE,TRUE,FALSE
6139,Lysias (0540),On the Murder of Eratosthenes (001),18.1,"σοὶ οὖν ἔφην ἔξεστι δυοῖν ὁπότερον βούλει ἑλέσθαι, ἢ μαστιγωθεῖσαν εἰς μύλωνα ἐμπεσεῖν καὶ μηδέποτε παύσασθαι κακοῖς τοιούτοις συνεχομένην, ἢ κατειποῦσαν ἅπαντα τἀληθῆ μηδὲν παθεῖν κακόν, ἀλλὰ συγγνώμης παρ’ ἐμοῦ τυχεῖν τῶν ἡμαρτημένων.",ἔξεστι,TRUE,TRUE,FALSE
6162,Lysias (0540),Defense Against A Charge Of Taking Bribes (021),15.1,"ἄξιον δέ ἐστιν ἐνθυμηθῆναι ὅτι πολὺ μᾶλλον ὑμῖν προσήκει τῶν ὑμετέρων ἐμοὶ διδόναι ἢ τῶν ἐμῶν ἐμοὶ ἀμφισβητῆσαι, καὶ πένητα γενόμενον ἐλεῆσαι μᾶλλον ἢ πλουτοῦντι φθονῆσαι, καὶ τοῖς θεοῖς εὔχεσθαι τοὺς ἄλλους εἶναι τοιούτους πολίτας, ἵνα τῶν μὲν ὑμετέρων μὴ ἐπιθυμήσωσι, τὰ δὲ σφέτερα αὐτῶν εἰς ὑμᾶς ἀναλίσκωσιν.",προσήκω,TRUE,TRUE,FALSE
6178,Lysias (0540),Funeral Oration (002),17.1,πολλὰ μὲν ὑπῆρχε τοῖς ἡμετέροις προγόνοις μιᾷ γνώμῃ χρωμένοις περὶ τοῦ δικαίου διαμάχεσθαι·,ὑπάρχω,TRUE,FALSE,FALSE
6183,Lysias (0540),Defense in the Matter of the Olive Stump (007),t.2,"πρότερον μέν, ὦ βουλή, ἐνόμιζον ἐξεῖναι τῷ βουλομένῳ, ἡσυχίαν ἄγοντι, μήτε δίκας ἔχειν μήτε πράγματα·",ἔξεστι,TRUE,FALSE,FALSE
6223,Lysias (0540),Against Alcibiades 2 (015),t.1,"ἐγὼ μέν, ὦ ἄνδρες δικασταί, καὶ ὑμᾶς αἰτοῦμαι τὰ δίκαια ψηφίσασθαι, καὶ τῶν στρατηγῶν δέομαι, ἐπεὶ καὶ ἐν τῇ ἄλλῃ ἀρχῇ πολλοῦ ἄξιοι τῇ πόλει γεγόνασι, καὶ τῶν τῆς ἀστρατείας γραφῶν κοινοὺς εἶναι τῷ τε διώκοντι καὶ τῷ φεύγοντι, καὶ μὴ βοηθοῦντας ᾧ ἂν βούλωνται πᾶσαν προθυμίαν ἔχειν παρὰ τὸ δίκαιον ὑμᾶς ψηφίσασθαι, ἐνθυμουμένους ὅτι σφόδρ’ ἂν ἠγανακτεῖτε, εἰ ἐν τῇ ὑμετέρᾳ δοκιμασίᾳ οἱ θεσμοθέται ἀναβάντες ὑμῶν ἐδέοντο καταψηφίσασθαι, ἡγούμενοι δεινὸν εἶναι εἰ οἱ τιθέντες τὸν ἀγῶνα καὶ τὴν ψῆφον διδόντες παρακελεύσονται τῶν μὲν μὴ καταψηφίζεσθαι τῶν δὲ καταψηφίζεσθαι.",δέομαι,TRUE,TRUE,TRUE
6237,Lysias (0540),Against Theomnestus 1 (010),21.1,"εἰ δὲ μή, δέομαι ὑμῶν, ὦ ἄνδρες δικασταί, τὰ δίκαια ψηφίσασθαι, ἐνθυμουμένους ὅτι πολὺ μεῖζον κακόν ἐστιν ἀκοῦσαί τινα τὸν πατέρα ἀπεκτονέναι ἢ τὴν ἀσπίδα ἀποβεβληκέναι.",δέομαι,TRUE,FALSE,TRUE
6238,Lysias (0540),Against Theomnestus 1 (010),31.2,"ἐγὼ δ’ ὑμῶν δέομαι καταψηφίσασθαι Θεομνήστου, ἐνθυμουμένους ὅτι οὐκ ἂν γένοιτο τούτου μείζων ἀγών μοι.",δέομαι,TRUE,FALSE,TRUE
6241,Lysias (0540),Defense Against A Charge Of Taking Bribes (021),19.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, τὴν αὐτὴν νῦν περὶ ἐμοῦ γνώμην ἔχειν ἥνπερ καὶ ἐν τῷ τέως χρόνῳ, καὶ μὴ μόνον τῶν δημοσίων λῃτουργιῶν μεμνῆσθαι, ἀλλὰ τῶν ἰδίων ἐπιτηδευμάτων ἐνθυμεῖσθαι, ἡγουμένους ταύτην εἶναι λῃτουργίαν ἐπιπονωτάτην, διὰ τέλους τὸν πάντα χρόνον κόσμιον εἶναι καὶ σώφρονα καὶ μήθ’ ὑφ’ ἡδονῆς ἡττηθῆναι μήθ’ ὑπὸ κέρδους ἐπαρθῆναι, ἀλλὰ τοιοῦτον παρασχεῖν ἑαυτὸν ὥστε μηδένα τῶν πολιτῶν μήτε μέμψασθαι μήτε δίκην τολμῆσαι προσκαλέσασθαι.",δέομαι,TRUE,TRUE,TRUE
6244,Lysias (0540),Defense in the Matter of the Olive Stump (007),29.1,"ἐγὼ τοίνυν δέομαι ὑμῶν μὴ τοὺς τοιούτους λόγους πιστοτέρους ἡγήσασθαι τῶν ἔργων, μηδὲ περὶ ὧν αὐτοὶ σύνιστε, τοιαῦτ’ ἀνασχέσθαι τῶν ἐμῶν ἐχθρῶν λεγόντων, ἐνθυμουμένους καὶ ἐκ τῶν εἰρημένων καὶ ἐκ τῆς ἄλλης πολιτείας.",δέομαι,TRUE,FALSE,TRUE
6253,Lysias (0540),On the Property of Aristophanes (019),11.6,"δέομαι δ’ ὑμῶν πάσῃ τέχνῃ καὶ μηχανῇ μετ’ εὐνοίας ἀκροασαμένους ἡμῶν διὰ τέλους ὅ τι ἂν ὑμῖν ἄριστον καὶ εὐορκότατον νομίζητε εἶναι, τοῦτο ψηφίσασθαι.",δέομαι,TRUE,FALSE,TRUE
6257,Lysias (0540),On the Property of Aristophanes (019),64.1,"δέομαι οὖν ὑμῶν, ὦ ἄνδρες δικασταί, καὶ τούτων καὶ τῶν ἄλλων μεμνημένους ἁπάντων τῶν εἰρημένων βοηθεῖν ἡμῖν καὶ μὴ περιιδεῖν ὑπὸ τῶν ἐχθρῶν ἀναιρεθέντας.",δέομαι,TRUE,TRUE,TRUE
6342,Lysias (0540),Against Agoratus (013),94.3,"καὶ οὕτως ἂν δεινότατα πάντων πάθοιεν, εἰ οἷς ἐπέσκηπτον ἐκεῖνοι ὡς φίλοις οὖσι τιμωρεῖν ὑπὲρ αὑτῶν, οὗτοι ὁμόψηφοι κατ’ ἐκείνων τῶν ἀνδρῶν τοῖς τριάκοντα γενήσονται.",ἐπισκήπτω,TRUE,TRUE,TRUE
6415,Lysias (0540),Against The Corn-Dealers (022),8.3,"καὶ οἱ μὲν δύο οὐδὲν ἔφασαν εἰδέναι τοῦ πράγματος, Ἄνυτος δ’ ἔλεγεν ὡς τοῦ προτέρου χειμῶνος, ἐπειδὴ τίμιος ἦν ὁ σῖτος, τούτων ὑπερβαλλόντων ἀλλήλους καὶ πρὸς σφᾶς αὐτοὺς μαχομένων συμβουλεύσειεν αὐτοῖς παύσασθαι φιλονικοῦσιν, ἡγούμενος συμφέρειν ὑμῖν τοῖς παρὰ τούτων ὠνουμένοις ὡς ἀξιώτατον τούτους πρίασθαι·",συμβουλεύω,TRUE,FALSE,TRUE
6679,Plato (0059),Gorgias (023),485.a.6,"ὅταν μὲν γὰρ παιδίον ἴδω, ᾧ ἔτι προσήκει διαλέγεσθαι οὕτω, ψελλιζόμενον καὶ παῖζον, χαίρω τε καὶ χαρίεν μοι φαίνεται καὶ ἐλευθέριον καὶ πρέπον τῇ τοῦ παιδίου ἡλικίᾳ, ὅταν δὲ σαφῶς διαλεγομένου παιδαρίου ἀκούσω, πικρόν τί μοι δοκεῖ χρῆμα εἶναι καὶ ἀνιᾷ μου τὰ ὦτα καί μοι δοκεῖ δουλοπρεπές τι εἶναι·",δοκέω,TRUE,FALSE,FALSE
6756,Plato (0059),Laches (019),181.d.3,δικαιότατον μέντοι μοι δοκεῖ εἶναι ἐμὲ νεώτερον ὄντα τῶνδε καὶ ἀπειρότερον τούτων ἀκούειν πρότερον τί λέγουσιν καὶ μανθάνειν παρ’ αὐτῶν·,δοκέω,TRUE,FALSE,FALSE
6795,Plato (0059),Laws (034),683.d.2,"τὸ δὲ δὴ μετὰ τοῦτο ἔδοξεν αὐτοῖς, ὥς γε λέγεται τὸ τοῦ μύθου, τριχῇ τὸ στράτευμα διανείμαντας, τρεῖς πόλεις κατοικίζειν, Ἄργος, Μεσσήνην, Λακεδαίμονα.",δοκέω,TRUE,FALSE,FALSE
6868,Plato (0059),Lysis (020),213.e.3,"ἀλλὰ ταύτῃ μὲν μηκέτι ἴωμεν—καὶ γὰρ χαλεπή τίς μοι φαίνεται ὥσπερ ὁδὸς ἡ σκέψις—ᾗ δὲ ἐτράπημεν, δοκεῖ μοι χρῆναι ἰέναι, σκοποῦντα κατὰ τοὺς ποιητάς·",δοκέω,TRUE,FALSE,FALSE
6877,Plato (0059),Menexenus (028),239.c.3,"ὧν δὲ οὔτε ποιητής πω δόξαν ἀξίαν ἐπ’ ἀξίοις λαβὼν ἔχει ἔτι τέ ἐστιν ἐν ἀμνηστίᾳ, τούτων πέρι μοι δοκεῖ χρῆναι ἐπιμνησθῆναι ἐπαινοῦντά τε καὶ προμνώμενον ἄλλοις ἐς ᾠδάς τε καὶ τὴν ἄλλην ποίησιν αὐτὰ θεῖναι πρεπόντως τῶν πραξάντων.",δοκέω,TRUE,FALSE,FALSE
6957,Plato (0059),Phaedo (004),86.d.7,"δοκεῖ μέντοι μοι χρῆναι πρὸ τῆς ἀποκρίσεως ἔτι πρότερον κέβητος ἀκοῦσαι τί αὖ ὅδε ἐγκαλεῖ τῷ λόγῳ, ἵνα χρόνου ἐγγενομένου βουλευσώμεθα τί ἐροῦμεν, ἔπειτα ἀκούσαντας ἢ συγχωρεῖν αὐτοῖς ἐάν τι δοκῶσι προσᾴδειν, ἐὰν δὲ μή, οὕτως ἤδη ὑπερδικεῖν τοῦ λόγου.",δοκέω,TRUE,FALSE,FALSE
6971,Plato (0059),Phaedo (004),98.d.6,"καὶ αὖ περὶ τοῦ διαλέγεσθαι ὑμῖν ἑτέρας τοιαύτας αἰτίας λέγοι, φωνάς τε καὶ ἀέρας καὶ ἀκοὰς καὶ ἄλλα μυρία τοιαῦτα αἰτιώμενος, ἀμελήσας τὰς ὡς ἀληθῶς αἰτίας λέγειν, ὅτι, ἐπειδὴ ἔδοξε βέλτιον εἶναι ἐμοῦ καταψηφίσασθαι, διὰ ταῦτα δὴ καὶ ἐμοὶ βέλτιον αὖ δέδοκται ἐνθάδε καθῆσθαι, καὶ δικαιότερον παραμένοντα ὑπέχειν τὴν δίκην ἣν ἂν κελεύσωσιν·",δοκέω,TRUE,FALSE,FALSE
6973,Plato (0059),Phaedo (004),99.e.4,ἔδοξε δή μοι χρῆναι εἰς τοὺς λόγους καταφυγόντα ἐν ἐκείνοις σκοπεῖν τῶν ὄντων τὴν ἀλήθειαν.,δοκέω,TRUE,FALSE,FALSE
7087,Plato (0059),Republic (030),360.b.3,"εἰ οὖν δύο τοιούτω δακτυλίω γενοίσθην, καὶ τὸν μὲν ὁ δίκαιος περιθεῖτο, τὸν δὲ ὁ ἄδικος, οὐδεὶς ἂν γένοιτο, ὡς δόξειεν, οὕτως ἀδαμάντινος, ὃς ἂν μείνειεν ἐν τῇ δικαιοσύνῃ καὶ τολμήσειεν ἀπέχεσθαι τῶν ἀλλοτρίων καὶ μὴ ἅπτεσθαι, ἐξὸν αὐτῷ καὶ ἐκ τῆς ἀγορᾶς ἀδεῶς ὅτι βούλοιτο λαμβάνειν, καὶ εἰσιόντι εἰς τὰς οἰκίας συγγίγνεσθαι ὅτῳ βούλοιτο, καὶ ἀποκτεινύναι καὶ ἐκ δεσμῶν λύειν οὕστινας βούλοιτο, καὶ τἆλλα πράττειν ἐν τοῖς ἀνθρώποις ἰσόθεον ὄντα.",δοκέω,TRUE,FALSE,FALSE
7163,Plato (0059),Republic (030),578.c.9,δοκεῖ γάρ μοι δεῖν ἐννοῆσαι ἐκ τῶνδε περὶ αὐτοῦ σκοποῦντας.,δοκέω,TRUE,FALSE,FALSE
7276,Plato (0059),Protagoras (022),321.d.5,"τῷ δὲ Προμηθεῖ εἰς μὲν τὴν ἀκρόπολιν τὴν τοῦ Διὸς οἴκησιν οὐκέτι ἐνεχώρει εἰσελθεῖν—πρὸς δὲ καὶ αἱ Διὸς φυλακαὶ φοβεραὶ ἦσαν—εἰς δὲ τὸ τῆς Ἀθηνᾶς καὶ Ἡφαίστου οἴκημα τὸ κοινόν, ἐν ᾧ ἐφιλοτεχνείτην, λαθὼν εἰσέρχεται, καὶ κλέψας τήν τε ἔμπυρον τέχνην τὴν τοῦ Ἡφαίστου καὶ τὴν ἄλλην τὴν τῆς Ἀθηνᾶς δίδωσιν ἀνθρώπῳ, καὶ ἐκ τούτου εὐπορία μὲν ἀνθρώπῳ τοῦ βίου γίγνεται, Προμηθέα δὲ δι’ Ἐπιμηθέα ὕστερον, ᾗπερ λέγεται, κλοπῆς δίκη μετῆλθεν.",ἐγχωρέω,TRUE,TRUE,FALSE
7277,Plato (0059),Protagoras (022),344.d.5,"τῷ μὲν γὰρ ἐσθλῷ ἐγχωρεῖ κακῷ γενέσθαι, ὥσπερ καὶ παρ’ ἄλλου ποιητοῦ μαρτυρεῖται τοῦ εἰπόντος—αὐτὰρ ἀνὴρ ἀγαθὸς τοτὲ μὲν κακός, ἄλλοτε δ’ ἐσθλός·",ἐγχωρέω,TRUE,FALSE,FALSE
7279,Plato (0059),Republic (030),403.e.4,παντὶ γάρ που μᾶλλον ἐγχωρεῖ ἢ φύλακι μεθυσθέντι μὴ εἰδέναι ὅπου γῆς ἐστιν.,ἐγχωρέω,TRUE,FALSE,FALSE
7280,Plato (0059),Republic (030),408.e.1,"οὐ γὰρ οἶμαι σώματι σῶμα θεραπεύουσιν—οὐ γὰρ ἂν αὐτὰ ἐνεχώρει κακὰ εἶναί ποτε καὶ γενέσθαι—ἀλλὰ ψυχῇ σῶμα, ᾗ οὐκ ἐγχωρεῖ κακὴν γενομένην τε καὶ οὖσαν εὖ τι θεραπεύειν.",ἐγχωρέω,TRUE,FALSE,FALSE
7312,Plato (0059),Republic (030),494.d.4,"τῷ δὴ οὕτω διατιθεμένῳ ἐάν τις ἠρέμα προσελθὼν τἀληθῆ λέγῃ, ὅτι νοῦς οὐκ ἔνεστιν αὐτῷ, δεῖται δέ, τὸ δὲ οὐ κτητὸν μὴ δουλεύσαντι τῇ κτήσει αὐτοῦ, ἆρ’ εὐπετὲς οἴει εἶναι εἰσακοῦσαι διὰ τοσούτων κακῶν;",ἔνειμι,TRUE,TRUE,FALSE
7316,Plato (0059),Alcibiades 2 (014),141.a.5,"ἐγὼ μὲν γὰρ οἶμαί σε πρῶτον, εἴ σοι ἐμφανὴς γενόμενος ὁ θεὸς πρὸς ὃν τυγχάνεις πορευόμενος, ἐρωτήσειεν, πρὶν ὁτιοῦν εὔξασθαί σε, εἰ ἐξαρκέσει σοι τύραννον γενέσθαι τῆς Ἀθηναίων πόλεως·",ἐξαρκέω,TRUE,FALSE,FALSE
7323,Plato (0059),Republic (030),341.e.1,"ὥσπερ, ἔφην ἐγώ, εἴ με ἔροιο εἰ ἐξαρκεῖ σώματι εἶναι σώματι ἢ προσδεῖταί τινος, εἴποιμ’ ἂν ὅτι παντάπασι μὲν οὖν προσδεῖται.",ἐξαρκέω,TRUE,FALSE,FALSE
7324,Plato (0059),Republic (030),341.e.4,"διὰ ταῦτα καὶ ἡ τέχνη ἐστὶν ἡ ἰατρικὴ νῦν ηὑρημένη, ὅτι σῶμά ἐστιν πονηρὸν καὶ οὐκ ἐξαρκεῖ αὐτῷ τοιούτῳ εἶναι.",ἐξαρκέω,TRUE,FALSE,FALSE
7328,Plato (0059),Symposium (011),192.b.3,ἀλλ’ ἐξαρκεῖ αὐτοῖς μετ’ ἀλλήλων καταζῆν ἀγάμοις.,ἐξαρκέω,TRUE,FALSE,FALSE
7338,Plato (0059),Epinomis (035),982.d.7,"ἐξῆν δὲ ἀνθρώπῳ γε ἐπὶ τὰ καλλίω καὶ βελτίω καὶ φίλα τιθεμένῳ λαμβάνειν ὡς διὰ τοῦτο αὐτὸ ἔμφρον δεῖ νομίζειν τὸ κατὰ ταὐτὰ καὶ ὡσαύτως καὶ διὰ ταὐτὰ πρᾶττον ἀεί, τοῦτο δ’ εἶναι τὴν τῶν ἄστρων φύσιν, ἰδεῖν μὲν καλλίστην, πορείαν δὲ καὶ χορείαν πάντων χορῶν καλλίστην καὶ μεγαλοπρεπεστάτην χορεύοντα πᾶσι τοῖς ζῶσι τὸ δέον ἀποτελεῖν.",ἔξεστι,TRUE,TRUE,FALSE
7354,Plato (0059),Laws (034),858.b.2,"ἡμῖν δ’—εἰπεῖν σὺν θεῷ—ἔξεστι, καθάπερ ἢ λιθολόγοις ἢ καί τινος ἑτέρας ἀρχομένοις συστάσεως, παραφορήσασθαι χύδην ἐξ ὧν ἐκλεξόμεθα τὰ πρόσφορα τῇ μελλούσῃ γενήσεσθαι συστάσει, καὶ δὴ καὶ κατὰ σχολὴν ἐκλέξασθαι.",ἔξεστι,TRUE,TRUE,FALSE
7363,Plato (0059),Protagoras (022),350.e.3,"ταῦτα δὲ ἐμοῦ ὁμολογήσαντος ἐξείη ἄν σοι, χρωμένῳ τοῖς αὐτοῖς τεκμηρίοις τούτοις, λέγειν ὡς κατὰ τὴν ἐμὴν ὁμολογίαν ἡ σοφία ἐστὶν ἰσχύς.",ἔξεστι,TRUE,FALSE,FALSE
7367,Plato (0059),Republic (030),422.b.10,"οὐδ’ εἰ ἐξείη, ἦν δ’ ἐγώ, ὑποφεύγοντι τὸν πρότερον ἀεὶ προσφερόμενον ἀναστρέφοντα κρούειν, καὶ τοῦτο ποιοῖ πολλάκις ἐν ἡλίῳ τε καὶ πνίγει;",ἔξεστι,TRUE,FALSE,FALSE
7370,Plato (0059),Republic (030),579.b.5,"λίχνῳ δὲ ὄντι αὐτῷ τὴν ψυχὴν μόνῳ τῶν ἐν τῇ πόλει οὔτε ἀποδημῆσαι ἔξεστιν οὐδαμόσε, οὔτε θεωρῆσαι ὅσων δὴ καὶ οἱ ἄλλοι ἐλεύθεροι ἐπιθυμηταί εἰσιν, καταδεδυκὼς δὲ ἐν τῇ οἰκίᾳ τὰ πολλὰ ὡς γυνὴ ζῇ, φθονῶν καὶ τοῖς ἄλλοις πολίταις, ἐάν τις ἔξω ἀποδημῇ καί τι ἀγαθὸν ὁρᾷ;",ἔξεστι,TRUE,TRUE,FALSE
7385,Plato (0059),Laws (034),906.a.7,"ψυχαὶ δέ τινες ἐπὶ γῆς οἰκοῦσαι καὶ ἄδικον λῆμμα κεκτημέναι δῆλον ὅτι θηριώδεις, πρὸς τὰς τῶν φυλάκων ψυχὰς ἄρα κυνῶν ἢ τὰς τῶν νομέων ἢ πρὸς τὰς τῶν παντάπασιν ἀκροτάτων δεσποτῶν προσπίπτουσαι, πείθουσιν θωπείαις λόγων καὶ ἐν εὐκταίαις τισὶν ἐπῳδαῖς, ὡς αἱ φῆμαί φασιν αἱ τῶν κακῶν, ἐξεῖναι πλεονεκτοῦσιν σφίσιν ἐν ἀνθρώποις πάσχειν μηδὲν χαλεπόν·",ἔξεστι,TRUE,TRUE,FALSE
